codigo;nome;lote;segmento;capital_reais;antes_h1;antes_h2;antes_h3;antes_h4;antes_h5;antes_resumo;depois_h1;depois_h2;depois_h3;depois_h4;depois_h5;depois_resumo;mudou;motivo;id
"Z77-V3I";"SERROTE 20""";"3";"sem_giro";"0";"SERROTE 20""";"";"";"";"";"SERROTE 20""";"SERROTE 20""";"AVULSO";"";"";"";"SERROTE 20"" › AVULSO";"SIM";"Produto avulso — revisar depois";"69bd5d0826750e894c7ec0ad"
"D9R-QDT";"SIFAO PLASBOHN DUPLO";"3";"sem_giro";"0";"SIFAO PLASBOHN DUPLO";"";"";"";"";"SIFAO PLASBOHN DUPLO";"SIFAO PLASBOHN DUPLO";"AVULSO";"";"";"";"SIFAO PLASBOHN DUPLO › AVULSO";"SIM";"Produto avulso — revisar depois";"69bd5d091486242e39723dfc"
"8CO-JNC";"SILICONE ACETICO BRANCO 250ML";"3";"sem_giro";"0";"SILICONE ACETICO BRANCO 250ML";"";"";"";"";"SILICONE ACETICO BRANCO 250ML";"SILICONE ACETICO BRANCO 250ML";"250ML";"";"";"";"SILICONE ACETICO BRANCO 250ML › 250ML";"SIM";"Nome curto + apresentação";"69bd5d09883cce24bbb81bd6"
"J2V-RAX";"SILICONE ACÉTICO INCOLOR 240G";"3";"sem_giro";"0";"SILICONE ACÉTICO INCOLOR 240G";"";"";"";"";"SILICONE ACÉTICO INCOLOR 240G";"SILICONE ACÉTICO INCOLOR 240G";"AVULSO";"";"";"";"SILICONE ACÉTICO INCOLOR 240G › AVULSO";"SIM";"Produto avulso — revisar depois";"69bd5d0ae1fef647a92cb37f"
"PY9-T2U";"SILICONE ACETICO INCOLOR 50ML";"3";"sem_giro";"0";"SILICONE ACETICO INCOLOR 50ML";"";"";"";"";"SILICONE ACETICO INCOLOR 50ML";"SILICONE ACETICO INCOLOR 50ML";"50ML";"";"";"";"SILICONE ACETICO INCOLOR 50ML › 50ML";"SIM";"Nome curto + apresentação";"69bd5d0a7b5df4cc4debb7a7"
"HKW-483";"SILICONE PU40 TEKBOND BRANCO 310ML/364G";"3";"sem_giro";"0";"SILICONE PU40 TEKBOND BRANCO 310ML/364G";"";"";"";"";"SILICONE PU40 TEKBOND BRANCO 310ML/364G";"SILICONE PU40 TEKBOND BRANCO 310ML/364G";"310ML";"";"";"Tekbond";"SILICONE PU40 TEKBOND BRANCO 310ML/364G › 310ML › Tekbond";"SIM";"Nome curto + apresentação";"69bd5d0ac0db240ca29ca604"
"YRA-P7A";"SUPORTE PARA MANGUEIRA VERDE";"3";"sem_giro";"0";"SUPORTE PARA MANGUEIRA VERDE";"";"";"";"";"SUPORTE PARA MANGUEIRA VERDE";"SUPORTE MANGUEIRA VERDE";"AVULSO";"";"";"";"SUPORTE MANGUEIRA VERDE › AVULSO";"SIM";"Produto avulso — revisar depois";"69bd5d0b879dc9852dd295c3"
"8Y2-OTO";"TANQUE DECORALITA MARMOFIBRA DUPLO 102X50 MARROM IMPERIAL";"3";"sem_giro";"0";"TANQUE DECORALITA MARMOFIBRA DUPLO 102X50 MARROM IMPERIAL";"";"";"";"";"TANQUE DECORALITA MARMOFIBRA DUPLO 102X50 MARROM IMPERIAL";"TANQUE DECORALITA MARMOFIBRA DUPLO 102X50";"102X50";"";"";"";"TANQUE DECORALITA MARMOFIBRA DUPLO 102X50 › 102X50";"SIM";"Nome curto + apresentação";"69bd5d0c8a5aaead890e1239"
"68S-F0X";"TE ESGOTO 100MM X 50MM";"3";"sem_giro";"0";"TE ESGOTO 100MM X 50MM";"";"";"";"";"TE ESGOTO 100MM X 50MM";"TE ESGOTO";"100 MM";"";"";"";"TE ESGOTO › 100 MM";"SIM";"Conexão hidráulica";"69bd5d0e08a3a6356a857a99"
"OAV-P8T";"TE ESGOTO 150MM";"3";"sem_giro";"0";"TE ESGOTO 150MM";"";"";"";"";"TE ESGOTO 150MM";"TE ESGOTO";"150 MM";"";"";"";"TE ESGOTO › 150 MM";"SIM";"Conexão hidráulica";"69bd5d0f7a356b0b262388e0"
"3DE-ZOF";"TECPLUS 1 QUARTZOLIT 3,6 L";"3";"sem_giro";"0";"TECPLUS 1 QUARTZOLIT 3,6 L";"";"";"";"";"TECPLUS 1 QUARTZOLIT 3,6 L";"TECPLUS 1 QUARTZOLIT 3,6 L";"3,6 L";"";"";"Quartzolit";"TECPLUS 1 QUARTZOLIT 3,6 L › 3,6 L › Quartzolit";"SIM";"Nome curto + apresentação";"69bd5d209f77e0281eca12dc"
"SF1-94T";"TELA PARA MOSQUITEIRO VERDE 1,20 X 50";"3";"sem_giro";"0";"TELA PARA MOSQUITEIRO VERDE 1,20 X 50";"";"";"";"";"TELA PARA MOSQUITEIRO VERDE 1,20 X 50";"TELA MOSQUITEIRO VERDE 1,20 X";"20 X 50";"";"";"";"TELA MOSQUITEIRO VERDE 1,20 X › 20 X 50";"SIM";"Nome curto + apresentação";"69bd5d20b6437e3a1f675f5a"
"9RL-L6C";"TELA PARA MOSQUITO VERDE 1,00 X 50,00";"3";"sem_giro";"0";"TELA PARA MOSQUITO VERDE 1,00 X 50,00";"";"";"";"";"TELA PARA MOSQUITO VERDE 1,00 X 50,00";"TELA MOSQUITO VERDE 1,00 X";"00 X 50";"";"";"";"TELA MOSQUITO VERDE 1,00 X › 00 X 50";"SIM";"Nome curto + apresentação";"69bd5d21b6d7895f631e11dd"
"KOK-ML9";"TELA PARA MOSQUITO VERDE 1,50 X 50";"3";"sem_giro";"0";"TELA PARA MOSQUITO VERDE 1,50 X 50";"";"";"";"";"TELA PARA MOSQUITO VERDE 1,50 X 50";"TELA MOSQUITO VERDE 1,50 X";"50 X 50";"";"";"";"TELA MOSQUITO VERDE 1,50 X › 50 X 50";"SIM";"Nome curto + apresentação";"69bd5d22bbf12349437b356b"
"8ST-MNF";"THINNER KING 900ML";"3";"sem_giro";"0";"THINNER KING 900ML";"";"";"";"";"THINNER KING 900ML";"THINNER";"900ML";"";"";"";"THINNER › 900ML";"SIM";"Tinta/verniz: produto + volume";"69bd5d24312eba698f7106d0"
"JIP-SW4";"THINNER LUKSNOVA SUPER-EXTRA 206 5L";"3";"sem_giro";"0";"THINNER LUKSNOVA SUPER-EXTRA 206 5L";"";"";"";"";"THINNER LUKSNOVA SUPER-EXTRA 206 5L";"THINNER";"5L";"";"";"";"THINNER › 5L";"SIM";"Tinta/verniz: produto + volume";"69bd5d245ffb6da19959cd1b"
"P73-7FB";"THINNER LUKSNOVA SUPER-EXTRA 206 900 ML";"3";"sem_giro";"0";"THINNER LUKSNOVA SUPER-EXTRA 206 900 ML";"";"";"";"";"THINNER LUKSNOVA SUPER-EXTRA 206 900 ML";"THINNER";"900 ML";"";"";"";"THINNER › 900 ML";"SIM";"Tinta/verniz: produto + volume";"69bd5d243e6a21978c2fa6b4"
"CDE-68I";"THINNER LUKSNOVA SUPER-EXTRA 237 5L";"3";"sem_giro";"0";"THINNER LUKSNOVA SUPER-EXTRA 237 5L";"";"";"";"";"THINNER LUKSNOVA SUPER-EXTRA 237 5L";"THINNER";"5L";"";"";"";"THINNER › 5L";"SIM";"Tinta/verniz: produto + volume";"69bd5d2585e7a829dc4d7909"
"V7M-ZMJ";"THINNER LUKSNOVA SUPER-EXTRA 237 900 ML";"3";"sem_giro";"0";"THINNER LUKSNOVA SUPER-EXTRA 237 900 ML";"";"";"";"";"THINNER LUKSNOVA SUPER-EXTRA 237 900 ML";"THINNER";"900 ML";"";"";"";"THINNER › 900 ML";"SIM";"Tinta/verniz: produto + volume";"69bd5d25d924a685c5b0bda1"
"JGW-WK2";"TIJOLO 18x19";"3";"sem_giro";"0";"TIJOLO 18x19";"";"";"";"";"TIJOLO 18x19";"TIJOLO 18x19";"18X19";"";"";"";"TIJOLO 18x19 › 18X19";"SIM";"Nome curto + apresentação";"69bd5d25f2d3c3f1d7968de8"
"E61-M3X";"TIJOLO DE VIDRO";"3";"sem_giro";"0";"TIJOLO DE VIDRO";"";"";"";"";"TIJOLO DE VIDRO";"TIJOLO VIDRO";"AVULSO";"";"";"";"TIJOLO VIDRO › AVULSO";"SIM";"Produto avulso — revisar depois";"69bd5d26a8d6fd2dc21e68a4"
"CQQ-94S";"TINTA SPRAY COLORGIN 360ML - AZUL MÉDIO";"3";"sem_giro";"0";"TINTA SPRAY COLORGIN 360ML - AZUL MÉDIO";"";"";"";"";"TINTA SPRAY COLORGIN 360ML - AZUL MÉDIO";"TINTA SPRAY";"360ML";"";"";"Colorgin";"TINTA SPRAY › 360ML › Colorgin";"SIM";"Tinta/verniz: produto + volume";"69bd64bf6037b9740a5d1718"
"QNO-L9U";"TINTA SPRAY COLORGIN 360ML - BRANCO FOSCO";"3";"sem_giro";"0";"TINTA SPRAY COLORGIN 360ML - BRANCO FOSCO";"";"";"";"";"TINTA SPRAY COLORGIN 360ML - BRANCO FOSCO";"TINTA SPRAY";"360ML";"";"";"Colorgin";"TINTA SPRAY › 360ML › Colorgin";"SIM";"Tinta/verniz: produto + volume";"69bd64bfcf84f75320813000"
"C68-B27";"TINTA SPRAY COLORGIN 360ML INZA";"3";"sem_giro";"0";"TINTA SPRAY COLORGIN 360ML INZA";"";"";"";"";"TINTA SPRAY COLORGIN 360ML INZA";"TINTA SPRAY";"360ML";"";"";"Colorgin";"TINTA SPRAY › 360ML › Colorgin";"SIM";"Tinta/verniz: produto + volume";"69bd64bf37b785a845b2a011"
"W7B-J1X";"TINTA SPRAY COLORGIN 400ML - ALUMÍNIO";"3";"sem_giro";"0";"TINTA SPRAY COLORGIN 400ML - ALUMÍNIO";"";"";"";"";"TINTA SPRAY COLORGIN 400ML - ALUMÍNIO";"TINTA SPRAY";"400ML";"";"";"Colorgin";"TINTA SPRAY › 400ML › Colorgin";"SIM";"Tinta/verniz: produto + volume";"69bd64c0be1f1a2f32905c52"
"21U-HET";"TINTA SPRAY COLORGIN 400ML - VIOLETA";"3";"sem_giro";"0";"TINTA SPRAY COLORGIN 400ML - VIOLETA";"";"";"";"";"TINTA SPRAY COLORGIN 400ML - VIOLETA";"TINTA SPRAY";"400ML";"";"";"Colorgin";"TINTA SPRAY › 400ML › Colorgin";"SIM";"Tinta/verniz: produto + volume";"69bd64c03bc107d87c58452d"
"0O3-730";"TINTA SPRAY RENNER 300ML - AZUL OCEANO";"3";"sem_giro";"0";"TINTA SPRAY RENNER 300ML - AZUL OCEANO";"";"";"";"";"TINTA SPRAY RENNER 300ML - AZUL OCEANO";"TINTA SPRAY";"300ML";"";"";"Renner";"TINTA SPRAY › 300ML › Renner";"SIM";"Tinta/verniz: produto + volume";"69bd64c10bd6b6ff1757e884"
"DS5-5KZ";"TINTA SPRAY TEKBOND 350ML - BEGE";"3";"sem_giro";"0";"TINTA SPRAY TEKBOND 350ML - BEGE";"";"";"";"";"TINTA SPRAY TEKBOND 350ML - BEGE";"TINTA SPRAY";"350ML";"";"";"Tekbond";"TINTA SPRAY › 350ML › Tekbond";"SIM";"Tinta/verniz: produto + volume";"69bd64c195a15e3ebdb1baf3"
"3KY-7R7";"TINTA SPRAY TEKBOND 350ML - ROSA";"3";"sem_giro";"0";"TINTA SPRAY TEKBOND 350ML - ROSA";"";"";"";"";"TINTA SPRAY TEKBOND 350ML - ROSA";"TINTA SPRAY";"350ML";"";"";"Tekbond";"TINTA SPRAY › 350ML › Tekbond";"SIM";"Tinta/verniz: produto + volume";"69bd64c2836727ec2a0cec93"
"S0X-O7X";"TOMADA DUPLA 10A TRAMONTINA ARIA";"3";"sem_giro";"0";"TOMADA DUPLA 10A TRAMONTINA ARIA";"";"";"";"";"TOMADA DUPLA 10A TRAMONTINA ARIA";"TOMADA";"10A DUPLA";"ARIA";"";"Tramontina";"TOMADA › 10A DUPLA › ARIA › Tramontina";"SIM";"Tomada: amperagem + linha";"69bd64c22a3d36583d1bee9f"
"Q8L-UC7";"TOMADA DUPLA 20A TRAMONTINA ARIA";"4";"sem_giro";"0";"TOMADA DUPLA 20A TRAMONTINA ARIA";"";"";"";"";"TOMADA DUPLA 20A TRAMONTINA ARIA";"TOMADA";"20A DUPLA";"ARIA";"";"Tramontina";"TOMADA › 20A DUPLA › ARIA › Tramontina";"SIM";"Tomada: amperagem + linha";"69bd64c20b365ad7fb6675f6"
"WZD-9Y0";"TOMADA SIMPLES 10A TRAMONTINA ARIA";"4";"sem_giro";"0";"TOMADA SIMPLES 10A TRAMONTINA ARIA";"";"";"";"";"TOMADA SIMPLES 10A TRAMONTINA ARIA";"TOMADA";"10A SIMPLES";"ARIA";"";"Tramontina";"TOMADA › 10A SIMPLES › ARIA › Tramontina";"SIM";"Tomada: amperagem + linha";"69bd64c282fb5ee958fb8cca"
"1ZB-0D2";"TOMADA SIMPLES 20A ILUMI";"4";"sem_giro";"0";"TOMADA SIMPLES 20A ILUMI";"";"";"";"";"TOMADA SIMPLES 20A ILUMI";"TOMADA";"20A SIMPLES";"ILUMI";"";"Ilumi";"TOMADA › 20A SIMPLES › ILUMI › Ilumi";"SIM";"Tomada: amperagem + linha";"69bd64c338c91ee068f95d4b"
"I6P-F8P";"TOMADA SIMPLES 20A TRAMONTINA  LUX";"4";"sem_giro";"0";"TOMADA SIMPLES 20A TRAMONTINA  LUX";"";"";"";"";"TOMADA SIMPLES 20A TRAMONTINA  LUX";"TOMADA";"20A SIMPLES";"LUX";"";"Tramontina";"TOMADA › 20A SIMPLES › LUX › Tramontina";"SIM";"Tomada: amperagem + linha";"69bd64c327eb57186da8c6fe"
"2Z9-R34";"TOMADA SIMPLES 20A TRAMONTINA ARIA";"4";"sem_giro";"0";"TOMADA SIMPLES 20A TRAMONTINA ARIA";"";"";"";"";"TOMADA SIMPLES 20A TRAMONTINA ARIA";"TOMADA";"20A SIMPLES";"ARIA";"";"Tramontina";"TOMADA › 20A SIMPLES › ARIA › Tramontina";"SIM";"Tomada: amperagem + linha";"69bd64c34ccaee70cc3561f1"
"7QS-O6L";"TOMADA SOBREPOR 10A ILUMI";"4";"sem_giro";"0";"TOMADA SOBREPOR 10A ILUMI";"";"";"";"";"TOMADA SOBREPOR 10A ILUMI";"TOMADA";"10A SIMPLES";"ILUMI";"";"Ilumi";"TOMADA › 10A SIMPLES › ILUMI › Ilumi";"SIM";"Tomada: amperagem + linha";"69bd64c3830071f5db32701a"
"8U7-7RA";"TOMADA SOBREPOR 10A INTERNEED";"4";"sem_giro";"0";"TOMADA SOBREPOR 10A INTERNEED";"";"";"";"";"TOMADA SOBREPOR 10A INTERNEED";"TOMADA";"10A SIMPLES";"";"";"";"TOMADA › 10A SIMPLES";"SIM";"Tomada: amperagem + linha";"69bd64c434a3dad263014c96"
"ZFG-Q25";"TORNEIRA (PURIFICADOR) ACQUA DUE PAREDE";"4";"sem_giro";"0";"TORNEIRA (PURIFICADOR) ACQUA DUE PAREDE";"";"";"";"";"TORNEIRA (PURIFICADOR) ACQUA DUE PAREDE";"TORNEIRA";"AVULSO";"";"";"";"TORNEIRA › AVULSO";"SIM";"Torneira por uso";"69bd64c6fe4419b0cda9286b"
"F8M-1O5";"TORNEIRA BIC MOV P/ PIA COZ PAREDE ABS DN15";"4";"sem_giro";"0";"TORNEIRA BIC MOV P/ PIA COZ PAREDE ABS DN15";"";"";"";"";"TORNEIRA BIC MOV P/ PIA COZ PAREDE ABS DN15";"TORNEIRA";"DN15";"";"";"";"TORNEIRA › DN15";"SIM";"Torneira por uso";"69bd64c7fdd78be95311a3be"
"TG8-MQR";"TORNEIRA BICA MOV P/ LAVAT MESA ABS TUBO CURVO DN15";"4";"sem_giro";"0";"TORNEIRA BICA MOV P/ LAVAT MESA ABS TUBO CURVO DN15";"";"";"";"";"TORNEIRA BICA MOV P/ LAVAT MESA ABS TUBO CURVO DN15";"TORNEIRA DE MESA";"DN15";"";"";"";"TORNEIRA DE MESA › DN15";"SIM";"Torneira por uso";"69bd64c77f00461c54f4e907"
"W4U-OGT";"TORNEIRA BICA MOVEL DE MESA PIA/COZINHA J4 DN15";"4";"sem_giro";"0";"TORNEIRA BICA MOVEL DE MESA PIA/COZINHA J4 DN15";"";"";"";"";"TORNEIRA BICA MOVEL DE MESA PIA/COZINHA J4 DN15";"TORNEIRA DE MESA";"DN15 BICA MÓVEL";"";"";"";"TORNEIRA DE MESA › DN15 BICA MÓVEL";"SIM";"Torneira por uso";"69bd64c86af4061bb3246fc9"
"11D-153";"TORNEIRA BICA MOVEL DE PAREDE  PIA/COZINHA J4 DN15";"4";"sem_giro";"0";"TORNEIRA BICA MOVEL DE PAREDE  PIA/COZINHA J4 DN15";"";"";"";"";"TORNEIRA BICA MOVEL DE PAREDE  PIA/COZINHA J4 DN15";"TORNEIRA";"DN15 BICA MÓVEL";"";"";"";"TORNEIRA › DN15 BICA MÓVEL";"SIM";"Torneira por uso";"69bd64c8487a808fb2c64636"
"DRS-M0Q";"TORNEIRA BICA MOVEL MESA LAV 1195 SHK";"4";"sem_giro";"0";"TORNEIRA BICA MOVEL MESA LAV 1195 SHK";"";"";"";"";"TORNEIRA BICA MOVEL MESA LAV 1195 SHK";"TORNEIRA DE MESA";"BICA MÓVEL";"";"";"";"TORNEIRA DE MESA › BICA MÓVEL";"SIM";"Torneira por uso";"69bd64c994a69909d1cfa541"
"VV9-MRR";"TORNEIRA BICA MÓVEL PAREDE SHB ABS 1/4 DE VOLTA DN15";"4";"sem_giro";"0";"TORNEIRA BICA MÓVEL PAREDE SHB ABS 1/4 DE VOLTA DN15";"";"";"";"";"TORNEIRA BICA MÓVEL PAREDE SHB ABS 1/4 DE VOLTA DN15";"TORNEIRA";"DN15 BICA MÓVEL";"";"";"";"TORNEIRA › DN15 BICA MÓVEL";"SIM";"Torneira por uso";"69bd64cabe89c2d1b2224cad"
"M0Y-YQZ";"TORNEIRA BICA MOVEL TIPO ""U"" IHP DN15";"4";"sem_giro";"0";"TORNEIRA BICA MOVEL TIPO ""U"" IHP DN15";"";"";"";"";"TORNEIRA BICA MOVEL TIPO ""U"" IHP DN15";"TORNEIRA";"DN15 BICA MÓVEL";"";"";"";"TORNEIRA › DN15 BICA MÓVEL";"SIM";"Torneira por uso";"69bd64caa471e18832a3fd30"
"JMH-O79";"TORNEIRA DE MESA PARA COZINHA CROMADA DN15";"4";"sem_giro";"0";"TORNEIRA DE MESA PARA COZINHA CROMADA DN15";"";"";"";"";"TORNEIRA DE MESA PARA COZINHA CROMADA DN15";"TORNEIRA DE MESA";"DN15";"";"";"Roma";"TORNEIRA DE MESA › DN15 › Roma";"SIM";"Torneira por uso";"69bd64cb34a3dad263014c9c"
"WOD-507";"TORNEIRA DE PAREDE PARA COZINHA CROMADA DN15";"4";"sem_giro";"0";"TORNEIRA DE PAREDE PARA COZINHA CROMADA DN15";"";"";"";"";"TORNEIRA DE PAREDE PARA COZINHA CROMADA DN15";"TORNEIRA";"DN15";"";"";"Roma";"TORNEIRA › DN15 › Roma";"SIM";"Torneira por uso";"69bd64cb3ebfa0e2dd953b31"
"VQ4-F7P";"TORNEIRA ESF P/JARDIM MET 1/2""";"4";"sem_giro";"0";"TORNEIRA ESF P/JARDIM MET 1/2""";"";"";"";"";"TORNEIRA ESF P/JARDIM MET 1/2""";"TORNEIRA P/ JARDIM";"1/2";"";"";"";"TORNEIRA P/ JARDIM › 1/2";"SIM";"Torneira por uso";"69bd64cc0ff1c9c71f7dc83e"
"82P-AN1";"TORNEIRA GR P/LAVATORIO PLAST BRANCA 1 DN15";"4";"sem_giro";"0";"TORNEIRA GR P/LAVATORIO PLAST BRANCA 1 DN15";"";"";"";"";"TORNEIRA GR P/LAVATORIO PLAST BRANCA 1 DN15";"TORNEIRA P/ LAVATÓRIO";"DN15";"";"";"";"TORNEIRA P/ LAVATÓRIO › DN15";"SIM";"Torneira por uso";"69bd64ccfee78e40a25ed789"
"OWB-EI4";"TORNEIRA JARDIM/PAREDE PRETO  3/4";"4";"sem_giro";"0";"TORNEIRA JARDIM/PAREDE PRETO  3/4";"";"";"";"";"TORNEIRA JARDIM/PAREDE PRETO  3/4";"TORNEIRA P/ JARDIM";"3/4";"";"";"";"TORNEIRA P/ JARDIM › 3/4";"SIM";"Torneira por uso";"69bd64cf132601148c5f5098"
"95S-Y0H";"TORNEIRA P/LAVATORIO MESA ABS BRANCA SHB";"4";"sem_giro";"0";"TORNEIRA P/LAVATORIO MESA ABS BRANCA SHB";"";"";"";"";"TORNEIRA P/LAVATORIO MESA ABS BRANCA SHB";"TORNEIRA P/ LAVATÓRIO";"AVULSO";"";"";"";"TORNEIRA P/ LAVATÓRIO › AVULSO";"SIM";"Torneira por uso";"69bd64d0de152954146fc2c9"
"820-9W1";"TORNEIRA P/LAVATORIO MESA ACAB AQUILA COM AREJADOR ARTICULAD";"4";"sem_giro";"0";"TORNEIRA P/LAVATORIO MESA ACAB AQUILA COM AREJADOR ARTICULAD";"";"";"";"";"TORNEIRA P/LAVATORIO MESA ACAB AQUILA COM AREJADOR ARTICULAD";"TORNEIRA P/ LAVATÓRIO";"AVULSO";"";"";"";"TORNEIRA P/ LAVATÓRIO › AVULSO";"SIM";"Torneira por uso";"69bd64d09d2cfedca9c64813"
"OM3-A0I";"TORNEIRA PLASTICA COZINHA ALAVANCA 1/2";"4";"sem_giro";"0";"TORNEIRA PLASTICA COZINHA ALAVANCA 1/2";"";"";"";"";"TORNEIRA PLASTICA COZINHA ALAVANCA 1/2";"TORNEIRA";"1/2";"";"";"";"TORNEIRA › 1/2";"SIM";"Torneira por uso";"69bd64d23fef203a504ae1b3"
"HVM-PV2";"TORNEIRA PLASTICA P/LAVATÓRIO 1/2";"4";"sem_giro";"0";"TORNEIRA PLASTICA P/LAVATÓRIO 1/2";"";"";"";"";"TORNEIRA PLASTICA P/LAVATÓRIO 1/2";"TORNEIRA";"1/2";"";"";"";"TORNEIRA › 1/2";"SIM";"Torneira por uso";"69bd64d217305f4fe2b304ee"
"6MV-4A0";"TORNEIRA PLASTICA PIA/LONGA COM CHUVEIRINHO 1/2";"4";"sem_giro";"0";"TORNEIRA PLASTICA PIA/LONGA COM CHUVEIRINHO 1/2";"";"";"";"";"TORNEIRA PLASTICA PIA/LONGA COM CHUVEIRINHO 1/2";"TORNEIRA";"1/2";"";"";"";"TORNEIRA › 1/2";"SIM";"Torneira por uso";"69bd64d2fa9143aa30b439fd"
"303-DVF";"TORNEIRA PLASTICA TANQUE CURTA COM CHUVEIRINHO 1/2";"4";"sem_giro";"0";"TORNEIRA PLASTICA TANQUE CURTA COM CHUVEIRINHO 1/2";"";"";"";"";"TORNEIRA PLASTICA TANQUE CURTA COM CHUVEIRINHO 1/2";"TORNEIRA";"1/2";"";"";"";"TORNEIRA › 1/2";"SIM";"Torneira por uso";"69bd64d36d4064a53ab77ccb"
"U63-RGG";"TORNEIRA TANQUE/PAREDE 15CM 1/2 HERC";"4";"sem_giro";"0";"TORNEIRA TANQUE/PAREDE 15CM 1/2 HERC";"";"";"";"";"TORNEIRA TANQUE/PAREDE 15CM 1/2 HERC";"TORNEIRA";"1/2";"";"";"";"TORNEIRA › 1/2";"SIM";"Torneira por uso";"69bd64d3020a5939471756cf"
"NUP-7QS";"TORNEIRA TANQUE/PAREDE BRANCA  CROSS10 CM 1/2";"4";"sem_giro";"0";"TORNEIRA TANQUE/PAREDE BRANCA  CROSS10 CM 1/2";"";"";"";"";"TORNEIRA TANQUE/PAREDE BRANCA  CROSS10 CM 1/2";"TORNEIRA";"1/2";"";"";"";"TORNEIRA › 1/2";"SIM";"Torneira por uso";"69bd64d3c4cf055bf2675dc6"
"IMN-IN8";"TORNEIRA TANQUE/PAREDE BRANCA 15CM  1/2";"4";"sem_giro";"0";"TORNEIRA TANQUE/PAREDE BRANCA 15CM  1/2";"";"";"";"";"TORNEIRA TANQUE/PAREDE BRANCA 15CM  1/2";"TORNEIRA";"1/2";"";"";"";"TORNEIRA › 1/2";"SIM";"Torneira por uso";"69bd64d38e818276ce471713"
"BK6-DME";"TORNEIRA TANQUE/PAREDE C/ALAVANCA 15 CM 1/2";"4";"sem_giro";"0";"TORNEIRA TANQUE/PAREDE C/ALAVANCA 15 CM 1/2";"";"";"";"";"TORNEIRA TANQUE/PAREDE C/ALAVANCA 15 CM 1/2";"TORNEIRA";"1/2";"";"";"";"TORNEIRA › 1/2";"SIM";"Torneira por uso";"69bd64d4ed9881478debd869"
"X9S-AEY";"TRENA  5MT";"4";"sem_giro";"0";"TRENA  5MT";"";"";"";"";"TRENA  5MT";"TRENA 5MT";"AVULSO";"";"";"";"TRENA 5MT › AVULSO";"SIM";"Produto avulso — revisar depois";"69bd64d4039a8de1a2b8d815"
"J1L-291";"TRENA 3M";"4";"sem_giro";"0";"TRENA 3M";"";"";"";"";"TRENA 3M";"TRENA 3M";"3M";"";"";"";"TRENA 3M › 3M";"SIM";"Nome curto + apresentação";"69bd64d47819a0d001650de0"
"F0W-BAJ";"UNIAO ROSCAVEL 1";"4";"sem_giro";"0";"UNIAO ROSCAVEL 1";"";"";"";"";"UNIAO ROSCAVEL 1";"UNIAO ROSCAVEL 1";"AVULSO";"";"";"";"UNIAO ROSCAVEL 1 › AVULSO";"SIM";"Produto avulso — revisar depois";"69bd64dc6105a9036ac8443b"
"ZTL-1BK";"VASSOURA METAL 180 ARAME REG C/ CABO";"4";"sem_giro";"0";"VASSOURA METAL 180 ARAME REG C/ CABO";"";"";"";"";"VASSOURA METAL 180 ARAME REG C/ CABO";"VASSOURA METAL 180 ARAME REG";"AVULSO";"";"";"";"VASSOURA METAL 180 ARAME REG › AVULSO";"SIM";"Produto avulso — revisar depois";"69bd64e35c42c2f22b8f415e"
"91J-T83";"KIT P/ ASSENTAMENTO DE PORTA (MARCO+VISTA) 0,8 X 2,10 M";"4";"com_giro";"0";"KIT P/ ASSENTAMENTO DE PORTA (MARCO+VISTA) 0,8 X 2,10 M";"";"";"";"";"KIT P/ ASSENTAMENTO DE PORTA (MARCO+VISTA) 0,8 X 2,10 M";"KIT ASSENTAMENTO PORTA (MARCO+VISTA) 0,8";"8 X 2";"";"";"";"KIT ASSENTAMENTO PORTA (MARCO+VISTA) 0,8 › 8 X 2";"SIM";"Nome curto + apresentação";"69bd5bd50b5007f31c438e67"
"I4Z-LYJ";"MASSA ACRILICA (BD 5 KG) HIPERCOR";"4";"com_giro";"0";"MASSA ACRILICA (BD 5 KG) HIPERCOR";"";"";"";"";"MASSA ACRILICA (BD 5 KG) HIPERCOR";"MASSA ACRÍLICA";"5 KG";"";"";"Hipercor";"MASSA ACRÍLICA › 5 KG › Hipercor";"SIM";"Massa/argamassa: produto + apresentação";"69bd5bfcc43a67189631eb8f"
"QDC-4CM";"PINCEL 3/4";"4";"com_giro";"0";"PINCEL 3/4";"";"";"";"";"PINCEL 3/4";"PINCEL 3/4";"3/4";"";"";"";"PINCEL 3/4 › 3/4";"SIM";"Nome curto + apresentação";"69bd5c76e45d56175a72b219"
"HTY-5R9";"RALO SIMPLES QUADRADO - SOCEL";"4";"com_giro";"0";"RALO SIMPLES QUADRADO - SOCEL";"";"";"";"";"RALO SIMPLES QUADRADO - SOCEL";"RALO SIMPLES QUADRADO - SOCEL";"AVULSO";"";"";"";"RALO SIMPLES QUADRADO - SOCEL › AVULSO";"SIM";"Produto avulso — revisar depois";"69bd5cd2aa33a1bcfcf7da05"
"IHS-86X";"REGISTRO ESFERA PLASTICO 32MM SOLDAVEL - VEPS132";"4";"com_giro";"0";"REGISTRO ESFERA PLASTICO 32MM SOLDAVEL - VEPS132";"";"";"";"";"REGISTRO ESFERA PLASTICO 32MM SOLDAVEL - VEPS132";"REGISTRO ESFERA";"32MM";"";"";"";"REGISTRO ESFERA › 32MM";"SIM";"Registro + medida";"69bd5ce6b5e7dcd0aa7dfd90"
